datum;mean_temperature;max_temperature;sunshine_duration;global_radiation;precipitation;mean_sea_level_pressure;mean_humidity;max_humidity;potential_evapotranspiration
2015-12-19;10.2;11.0;1.7;131.0;0.0;1015.1;96.0;98.0;0.2
2015-12-20;10.4;11.2;0.5;131.0;None;1011.7;91.0;94.0;0.2
2015-12-21;9.6;11.9;3.8;280.0;5.7;1012.4;89.0;98.0;0.4
2015-12-22;10.9;11.9;0.0;62.0;2.6;1012.7;94.0;98.0;0.1
2015-12-23;9.5;11.7;5.0;288.0;1.3;1017.5;87.0;98.0;0.4
2015-12-24;8.8;11.1;2.0;174.0;0.8;1014.5;88.0;95.0;0.2
2015-12-25;8.6;11.6;2.3;198.0;0.8;1019.9;87.0;98.0;0.3
2015-12-26;11.4;12.0;2.9;200.0;0.1;1016.8;91.0;94.0;0.3
2015-12-27;9.8;11.3;0.2;84.0;2.0;1020.6;94.0;98.0;0.1
2015-12-28;9.5;10.2;5.0;240.0;0.0;1024.5;93.0;98.0;0.3
2015-12-29;7.8;8.7;1.1;133.0;0.0;1022.7;90.0;97.0;0.2
2015-12-30;7.2;8.6;6.2;277.0;0.0;1019.5;90.0;97.0;0.4
2015-12-31;7.6;9.8;3.9;258.0;1.9;1014.4;88.0;96.0;0.4
2016-01-01;5.7;9.0;4.6;283.0;None;1021.8;89.0;97.0;0.4
